patient_id,attack,mode,clean_prob,adv_prob,prob_change,success,l0_norm,l2_norm,linf_norm
0c5dc7d1-7022-4e46-bc02-ff9999912edd,PGD_steps40,full,0.512,0.4753,-0.03687,1,140575,9.770125277758662,0.031372549019607954
bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,PGD_steps40,full,0.514,0.4746,-0.03955,1,141709,9.99170744210478,0.031372549019607954
f92ddac9-aba6-4607-ba72-6ab7e8776fef,PGD_steps40,full,0.5107,0.4731,-0.0376,1,139990,9.59986543542752,0.031372549019607954
7f9623a6-510f-4e84-8e58-12b65a5e9dfc,PGD_steps40,full,0.51,0.4739,-0.0359,1,139121,9.497070917757565,0.031372549019607954
051e6e97-fda7-4b5c-8d5f-084bf3607d22,PGD_steps40,full,0.5015,0.4775,-0.02393,1,142668,10.24121832909947,0.031372549019607954
5acc56a4-1b6e-4394-9364-9772047d583f,PGD_steps40,full,0.5044,0.4717,-0.0327,1,140329,9.591861858769857,0.031372549019607954
ad4d16e5-a851-4327-b9fe-5977da445669,PGD_steps40,full,0.506,0.4773,-0.02856,1,141493,9.873033264989818,0.031372549019607954
c1f94928-371a-42d0-91ae-f959928694fe,PGD_steps40,full,0.5073,0.4712,-0.03613,1,139648,9.582503599805854,0.031372549019607954
96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,PGD_steps40,full,0.505,0.4773,-0.02759,1,140365,9.964989077007694,0.031372549019607954
b9201f87-a5ef-49f1-b45f-4c54272bc5d6,PGD_steps40,full,0.511,0.4783,-0.03296,1,143385,10.267822999936069,0.031372549019607954
