patient_id,attack,mode,clean_prob,adv_prob,prob_change,success,l0_norm,l2_norm,linf_norm
0c5dc7d1-7022-4e46-bc02-ff9999912edd,PGD_steps40,full,0.518,0.4604,-0.05762,1,141866,9.91071560166188,0.031372549019607954
bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,PGD_steps40,full,0.5225,0.4639,-0.0586,1,142091,9.911283516567874,0.031372549019607954
f92ddac9-aba6-4607-ba72-6ab7e8776fef,PGD_steps40,full,0.52,0.4585,-0.06152,1,140793,9.619587859582927,0.031372549019607954
7f9623a6-510f-4e84-8e58-12b65a5e9dfc,PGD_steps40,full,0.521,0.454,-0.0669,1,140246,9.525434496402346,0.031372549019607954
051e6e97-fda7-4b5c-8d5f-084bf3607d22,PGD_steps40,full,0.5005,0.4636,-0.03687,1,143104,10.346584501273057,0.031372549019607954
5acc56a4-1b6e-4394-9364-9772047d583f,PGD_steps40,full,0.5107,0.456,-0.0547,1,141043,9.730068498593036,0.031372549019607954
ad4d16e5-a851-4327-b9fe-5977da445669,PGD_steps40,full,0.512,0.4646,-0.0476,1,143261,10.12587900409324,0.031372549019607954
c1f94928-371a-42d0-91ae-f959928694fe,PGD_steps40,full,0.5127,0.4563,-0.0564,1,140289,9.661958842470147,0.031372549019607954
96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,PGD_steps40,full,0.515,0.463,-0.05225,1,143021,10.198693480639262,0.031372549019607954
b9201f87-a5ef-49f1-b45f-4c54272bc5d6,PGD_steps40,full,0.519,0.4663,-0.05273,1,144680,10.54866389078802,0.031372549019607954
33a39200-fa81-4530-ae1e-274ca204f3ea,PGD_steps40,full,0.5103,0.4607,-0.04956,1,142036,9.834180754445745,0.031372549019607954
427412d0-cf4c-4a13-b58e-6ffdd004c6ec,PGD_steps40,full,0.5156,0.4617,-0.05396,1,141742,9.892394524827278,0.031372549019607954
72848196-fd24-4106-9c33-9c29b7a66a04,PGD_steps40,full,0.5195,0.4663,-0.05322,1,142639,10.09724344856137,0.031372549019607954
abcb43a2-7b1d-428a-b909-e54c92acbd5b,PGD_steps40,full,0.516,0.4604,-0.05566,1,141819,9.933546207359612,0.031372549019607954
9954f203-ec80-45ce-85a6-fb155368370f,PGD_steps40,full,0.5083,0.459,-0.04932,1,142998,9.96898535325796,0.031372549019607954
077ff78d-27ef-49d4-9e8e-00e458844a3e,PGD_steps40,full,0.5166,0.4563,-0.0603,1,141039,9.693010280048172,0.031372549019607954
bf7b0977-4f77-45a7-8c03-77602f82b905,PGD_steps40,full,0.517,0.4636,-0.05347,1,143895,10.285517228969853,0.031372549019607954
c34a3ea0-04d7-4df6-afab-0d7c7280b749,PGD_steps40,full,0.5103,0.4585,-0.05176,1,140852,9.762566896994898,0.031372549019607954
e2bc24a7-e469-48e2-9d5a-6ffc8557d59e,PGD_steps40,full,0.5186,0.4658,-0.05273,1,144461,10.277275484676263,0.031372549019607954
175c8be2-76a4-469b-9595-ed33ecedb3cb,PGD_steps40,full,0.5225,0.4622,-0.0603,1,143185,10.053387668542113,0.031372549019607954
bcaf0768-3841-4280-8de4-57e822f38c7a,PGD_steps40,full,0.5205,0.4702,-0.0503,1,144480,10.3210977900834,0.031372549019607954
6e73017c-4e3a-499b-a597-4a797bb179de,PGD_steps40,full,0.5244,0.4717,-0.05273,1,143056,10.422171970803602,0.031372549019607954
dc995045-8ec6-4cef-ba20-350c66732a9b,PGD_steps40,full,0.521,0.463,-0.0581,1,142662,10.056134640416756,0.031372549019607954
83f0d9e7-520b-41ee-a7c0-f93713784281,PGD_steps40,full,0.5176,0.4592,-0.05835,1,141055,9.725932943748766,0.031372549019607954
bfbea630-4c43-485f-b1b2-0e5715109ae3,PGD_steps40,full,0.4983,0.4604,-0.03784,0,140749,9.86032403138176,0.031372549019607954
4a567c8b-ab4e-4c3a-a053-9a23b087545a,PGD_steps40,full,0.524,0.4624,-0.06152,1,141728,9.730921949324859,0.031372549019607954
b900d3e4-787b-44b3-9754-88f93db99c27,PGD_steps40,full,0.523,0.4614,-0.06152,1,141791,10.021476361593363,0.031372549019607954
0983ae59-b906-4fd5-a810-edfe0580fe3b,PGD_steps40,full,0.5156,0.4678,-0.04785,1,144060,10.548296498286494,0.031372549019607954
e15ecf55-b05a-4f6f-bb25-d51d4a438963,PGD_steps40,full,0.505,0.463,-0.042,1,141881,10.266190315347098,0.031372549019607954
747b1c03-c554-41ea-9d57-7b54894985f3,PGD_steps40,full,0.5103,0.4597,-0.05054,1,140822,9.646893032211597,0.031372549019607954
87e4af8b-1110-481d-86de-f315ca03936d,PGD_steps40,full,0.518,0.4631,-0.05493,1,143284,10.308723158770322,0.031372549019607954
878ae8b8-f206-4d82-8099-3a56f89bb9c4,PGD_steps40,full,0.5117,0.458,-0.0537,1,140772,9.687138169006412,0.031372549019607954
34873b9f-5305-404e-b7f7-5105feede48a,PGD_steps40,full,0.5156,0.4578,-0.05786,1,140897,9.716865245734745,0.031372549019607954
