patient_id,attack,mode,clean_prob,adv_prob,prob_change,success,l0_norm,l2_norm,linf_norm
0c5dc7d1-7022-4e46-bc02-ff9999912edd,PGD_steps10,full,0.518,0.473,-0.04517,1,128266,8.802687367090643,0.031372549019607954
bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,PGD_steps10,full,0.5225,0.4724,-0.05005,1,130711,9.093683879770078,0.031372549019607954
f92ddac9-aba6-4607-ba72-6ab7e8776fef,PGD_steps10,full,0.52,0.4712,-0.04883,1,125907,8.592771655365972,0.031372549019607954
7f9623a6-510f-4e84-8e58-12b65a5e9dfc,PGD_steps10,full,0.521,0.4673,-0.0537,1,124229,8.402599330529766,0.031372549019607954
051e6e97-fda7-4b5c-8d5f-084bf3607d22,PGD_steps10,full,0.5005,0.4692,-0.03125,1,132570,9.219990651013006,0.031372549019607954
5acc56a4-1b6e-4394-9364-9772047d583f,PGD_steps10,full,0.5107,0.462,-0.04883,1,126032,8.563459652203493,0.031372549019607954
ad4d16e5-a851-4327-b9fe-5977da445669,PGD_steps10,full,0.512,0.4702,-0.042,1,130831,9.114376811797692,0.031372549019607954
c1f94928-371a-42d0-91ae-f959928694fe,PGD_steps10,full,0.5127,0.4675,-0.04517,1,124037,8.455731342783432,0.031372549019607954
96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,PGD_steps10,full,0.515,0.4695,-0.04565,1,131573,9.227236816594205,0.031372549019607954
b9201f87-a5ef-49f1-b45f-4c54272bc5d6,PGD_steps10,full,0.519,0.4707,-0.04834,1,136444,9.696458883473523,0.031372549019607954
33a39200-fa81-4530-ae1e-274ca204f3ea,PGD_steps10,full,0.5103,0.4692,-0.04102,1,129253,8.865701398317077,0.031372549019607954
427412d0-cf4c-4a13-b58e-6ffdd004c6ec,PGD_steps10,full,0.5156,0.4722,-0.04346,1,127259,8.74578736402193,0.031372549019607954
72848196-fd24-4106-9c33-9c29b7a66a04,PGD_steps10,full,0.5195,0.473,-0.04663,1,131752,9.293687422821478,0.031372549019607954
abcb43a2-7b1d-428a-b909-e54c92acbd5b,PGD_steps10,full,0.516,0.4688,-0.04736,1,129175,8.948524672261504,0.031372549019607954
9954f203-ec80-45ce-85a6-fb155368370f,PGD_steps10,full,0.5083,0.4663,-0.042,1,129710,9.027287438255588,0.031372549019607954
077ff78d-27ef-49d4-9e8e-00e458844a3e,PGD_steps10,full,0.5166,0.4646,-0.052,1,126362,8.690298718159339,0.031372549019607954
bf7b0977-4f77-45a7-8c03-77602f82b905,PGD_steps10,full,0.517,0.47,-0.04712,1,134364,9.444127366502688,0.031372549019607954
c34a3ea0-04d7-4df6-afab-0d7c7280b749,PGD_steps10,full,0.5103,0.4673,-0.04297,1,126486,8.579728977490003,0.031372549019607954
e2bc24a7-e469-48e2-9d5a-6ffc8557d59e,PGD_steps10,full,0.5186,0.4705,-0.0481,1,135692,9.598215264062706,0.031372549019607954
175c8be2-76a4-469b-9595-ed33ecedb3cb,PGD_steps10,full,0.5225,0.4688,-0.0537,1,132304,9.211326461415709,0.031372549019607954
bcaf0768-3841-4280-8de4-57e822f38c7a,PGD_steps10,full,0.5205,0.475,-0.0454,1,136261,9.697898875478144,0.031372549019607954
6e73017c-4e3a-499b-a597-4a797bb179de,PGD_steps10,full,0.5244,0.478,-0.0464,1,134827,9.580924274709012,0.031372549019607954
dc995045-8ec6-4cef-ba20-350c66732a9b,PGD_steps10,full,0.521,0.474,-0.04688,1,131145,9.129698129057713,0.031372549019607954
83f0d9e7-520b-41ee-a7c0-f93713784281,PGD_steps10,full,0.5176,0.468,-0.04956,1,127060,8.742354269299229,0.031372549019607954
bfbea630-4c43-485f-b1b2-0e5715109ae3,PGD_steps10,full,0.4983,0.467,-0.03125,0,125454,8.675382007705657,0.031372549019607954
4a567c8b-ab4e-4c3a-a053-9a23b087545a,PGD_steps10,full,0.524,0.469,-0.05493,1,126916,8.709990198500657,0.031372549019607954
b900d3e4-787b-44b3-9754-88f93db99c27,PGD_steps10,full,0.523,0.4692,-0.0537,1,130314,9.177563199575307,0.031372549019607954
0983ae59-b906-4fd5-a810-edfe0580fe3b,PGD_steps10,full,0.5156,0.4736,-0.042,1,136042,9.700996987967448,0.031372549019607954
e15ecf55-b05a-4f6f-bb25-d51d4a438963,PGD_steps10,full,0.505,0.469,-0.0359,1,132362,9.367352731342352,0.031372549019607954
747b1c03-c554-41ea-9d57-7b54894985f3,PGD_steps10,full,0.5103,0.4697,-0.04053,1,125219,8.494979406976318,0.031372549019607954
87e4af8b-1110-481d-86de-f315ca03936d,PGD_steps10,full,0.518,0.4724,-0.04565,1,131452,9.165000372826498,0.031372549019607954
878ae8b8-f206-4d82-8099-3a56f89bb9c4,PGD_steps10,full,0.5117,0.467,-0.04468,1,124755,8.46269421562416,0.031372549019607954
34873b9f-5305-404e-b7f7-5105feede48a,PGD_steps10,full,0.5156,0.4739,-0.04175,1,126664,8.62126694589622,0.031372549019607954
