patient_id,attack,mode,clean_prob,adv_prob,prob_change,success,l0_norm,l2_norm,linf_norm
0c5dc7d1-7022-4e46-bc02-ff9999912edd,PGD_steps20,full,0.518,0.4666,-0.0515,1,136962,9.557306063563002,0.031372549019607954
bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,PGD_steps20,full,0.5225,0.4668,-0.05566,1,137566,9.751325583446146,0.031372549019607954
f92ddac9-aba6-4607-ba72-6ab7e8776fef,PGD_steps20,full,0.52,0.465,-0.05493,1,134866,9.19286954340904,0.031372549019607954
7f9623a6-510f-4e84-8e58-12b65a5e9dfc,PGD_steps20,full,0.521,0.462,-0.05908,1,134038,8.986445429700023,0.031372549019607954
051e6e97-fda7-4b5c-8d5f-084bf3607d22,PGD_steps20,full,0.5005,0.466,-0.03442,1,139129,9.939102541142088,0.031372549019607954
5acc56a4-1b6e-4394-9364-9772047d583f,PGD_steps20,full,0.5107,0.4578,-0.05298,1,135408,9.359225906731867,0.031372549019607954
ad4d16e5-a851-4327-b9fe-5977da445669,PGD_steps20,full,0.512,0.466,-0.04614,1,138167,9.90047824273316,0.031372549019607954
c1f94928-371a-42d0-91ae-f959928694fe,PGD_steps20,full,0.5127,0.4614,-0.05127,1,134285,9.240543864053597,0.031372549019607954
96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,PGD_steps20,full,0.515,0.4648,-0.0503,1,138800,9.914587949578094,0.031372549019607954
b9201f87-a5ef-49f1-b45f-4c54272bc5d6,PGD_steps20,full,0.519,0.4683,-0.05078,1,141730,10.222881813465692,0.031372549019607954
33a39200-fa81-4530-ae1e-274ca204f3ea,PGD_steps20,full,0.5103,0.465,-0.04517,1,136703,9.37063562387239,0.031372549019607954
427412d0-cf4c-4a13-b58e-6ffdd004c6ec,PGD_steps20,full,0.5156,0.4675,-0.0481,1,136070,9.349328853945789,0.031372549019607954
72848196-fd24-4106-9c33-9c29b7a66a04,PGD_steps20,full,0.5195,0.4705,-0.04907,1,138184,9.660987871795369,0.031372549019607954
abcb43a2-7b1d-428a-b909-e54c92acbd5b,PGD_steps20,full,0.516,0.4648,-0.05127,1,136962,9.547894606999723,0.031372549019607954
9954f203-ec80-45ce-85a6-fb155368370f,PGD_steps20,full,0.5083,0.462,-0.0464,1,138828,9.878250004173012,0.031372549019607954
077ff78d-27ef-49d4-9e8e-00e458844a3e,PGD_steps20,full,0.5166,0.4597,-0.0569,1,135496,9.404843860642254,0.031372549019607954
bf7b0977-4f77-45a7-8c03-77602f82b905,PGD_steps20,full,0.517,0.4663,-0.05078,1,139706,9.959842475157426,0.031372549019607954
c34a3ea0-04d7-4df6-afab-0d7c7280b749,PGD_steps20,full,0.5103,0.4631,-0.04712,1,134945,9.265231855595779,0.031372549019607954
e2bc24a7-e469-48e2-9d5a-6ffc8557d59e,PGD_steps20,full,0.5186,0.4683,-0.0503,1,140801,9.932121799737903,0.031372549019607954
175c8be2-76a4-469b-9595-ed33ecedb3cb,PGD_steps20,full,0.5225,0.4653,-0.05713,1,138535,9.736669728849229,0.031372549019607954
bcaf0768-3841-4280-8de4-57e822f38c7a,PGD_steps20,full,0.5205,0.4717,-0.04883,1,141238,10.249585094893098,0.031372549019607954
6e73017c-4e3a-499b-a597-4a797bb179de,PGD_steps20,full,0.5244,0.475,-0.04932,1,139656,10.065837863175396,0.031372549019607954
dc995045-8ec6-4cef-ba20-350c66732a9b,PGD_steps20,full,0.521,0.4688,-0.05225,1,137786,9.587984278361471,0.031372549019607954
83f0d9e7-520b-41ee-a7c0-f93713784281,PGD_steps20,full,0.5176,0.4617,-0.0559,1,135770,9.444010121863117,0.031372549019607954
