patient_id,attack,mode,clean_prob,adv_prob,prob_change,success,l0_norm,l2_norm,linf_norm
0c5dc7d1-7022-4e46-bc02-ff9999912edd,PGD_steps20,lesion,0.512,0.4902,-0.02197,1,35154,4.912703522662068,0.031372549019607954
bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,PGD_steps20,lesion,0.514,0.4897,-0.02441,1,26478,4.756324428425295,0.031372549019607954
f92ddac9-aba6-4607-ba72-6ab7e8776fef,PGD_steps20,lesion,0.5107,0.4856,-0.02515,1,23836,4.223862568104337,0.031372549019607954
7f9623a6-510f-4e84-8e58-12b65a5e9dfc,PGD_steps20,lesion,0.51,0.4922,-0.01758,1,12805,3.0965397215001347,0.031372549019607954
051e6e97-fda7-4b5c-8d5f-084bf3607d22,PGD_steps20,lesion,0.5015,0.4983,-0.003174,1,2826,1.649279548652683,0.031372549019607954
5acc56a4-1b6e-4394-9364-9772047d583f,PGD_steps20,lesion,0.5044,0.4902,-0.01416,1,10539,2.808040304173968,0.031372549019607954
ad4d16e5-a851-4327-b9fe-5977da445669,PGD_steps20,lesion,0.506,0.4927,-0.01318,1,13324,3.5164467753508553,0.031372549019607954
c1f94928-371a-42d0-91ae-f959928694fe,PGD_steps20,lesion,0.5073,0.4849,-0.02246,1,30252,4.772476516761216,0.031372549019607954
96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,PGD_steps20,lesion,0.505,0.496,-0.00879,1,6842,2.4493830088785633,0.0313725490196079
b9201f87-a5ef-49f1-b45f-4c54272bc5d6,PGD_steps20,lesion,0.511,0.4905,-0.02075,1,38370,5.765943577949615,0.031372549019607954
