patient_id,attack,mode,clean_prob,adv_prob,prob_change,success,l0_norm,l2_norm,linf_norm
0c5dc7d1-7022-4e46-bc02-ff9999912edd,FGSM_eps8,lesion,0.512,0.5024,-0.009766,0,39542,6.23848481688122,0.031372549019607954
bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,FGSM_eps8,lesion,0.514,0.504,-0.010254,0,27349,5.188245668627453,0.031372549019607954
f92ddac9-aba6-4607-ba72-6ab7e8776fef,FGSM_eps8,lesion,0.5107,0.5005,-0.010254,0,25865,5.04552134663622,0.031372549019607954
7f9623a6-510f-4e84-8e58-12b65a5e9dfc,FGSM_eps8,lesion,0.51,0.5015,-0.0083,0,14124,3.728452898320459,0.031372549019607954
051e6e97-fda7-4b5c-8d5f-084bf3607d22,FGSM_eps8,lesion,0.5015,0.499,-0.002441,1,2831,1.6692436824373995,0.031372549019607954
5acc56a4-1b6e-4394-9364-9772047d583f,FGSM_eps8,lesion,0.5044,0.496,-0.0083,1,11513,3.3662321142004386,0.031372549019607954
ad4d16e5-a851-4327-b9fe-5977da445669,FGSM_eps8,lesion,0.506,0.498,-0.007812,1,13551,3.6520396096243646,0.031372549019607954
c1f94928-371a-42d0-91ae-f959928694fe,FGSM_eps8,lesion,0.5073,0.499,-0.0083,1,33125,5.7098901092396215,0.031372549019607954
96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,FGSM_eps8,lesion,0.505,0.499,-0.00586,1,7052,2.6345470463017433,0.0313725490196079
b9201f87-a5ef-49f1-b45f-4c54272bc5d6,FGSM_eps8,lesion,0.511,0.5005,-0.01074,0,39678,6.2492038708629,0.031372549019607954
