patient_id,attack,mode,clean_prob,adv_prob,prob_change,success,l0_norm,l2_norm,linf_norm
0c5dc7d1-7022-4e46-bc02-ff9999912edd,PGD_steps20,full,0.512,0.4773,-0.0349,1,134755,9.435470146516975,0.031372549019607954
bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,PGD_steps20,full,0.514,0.477,-0.0371,1,135568,9.738299597287016,0.031372549019607954
f92ddac9-aba6-4607-ba72-6ab7e8776fef,PGD_steps20,full,0.5107,0.4758,-0.0349,1,133233,9.299804663647878,0.031372549019607954
7f9623a6-510f-4e84-8e58-12b65a5e9dfc,PGD_steps20,full,0.51,0.4756,-0.03418,1,131962,9.026568499139936,0.031372549019607954
051e6e97-fda7-4b5c-8d5f-084bf3607d22,PGD_steps20,full,0.5015,0.4788,-0.0227,1,137473,9.895907293477025,0.031372549019607954
5acc56a4-1b6e-4394-9364-9772047d583f,PGD_steps20,full,0.5044,0.473,-0.0315,1,133826,9.334140680191231,0.031372549019607954
ad4d16e5-a851-4327-b9fe-5977da445669,PGD_steps20,full,0.506,0.4792,-0.02661,1,135204,9.51752991194457,0.031372549019607954
c1f94928-371a-42d0-91ae-f959928694fe,PGD_steps20,full,0.5073,0.4753,-0.03198,1,132564,9.14821861802186,0.031372549019607954
96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,PGD_steps20,full,0.505,0.4797,-0.02515,1,133804,9.570440201160183,0.031372549019607954
b9201f87-a5ef-49f1-b45f-4c54272bc5d6,PGD_steps20,full,0.511,0.4795,-0.03174,1,139183,10.07738454928135,0.031372549019607954
