experiment,patient_id,attack,mode,epsilon,confidence_drop,efficiency,efficiency_if_success,success,clean_prob,adv_prob,l2_norm,l0_norm,linf_norm
A_Fixed_Linf,0c5dc7d1-7022-4e46-bc02-ff9999912edd,PGD,lesion,0.01568627450980392,0.022216796875,0.007775859324621998,0.007775859324621998,True,0.51806640625,0.495849609375,2.8571500521686723,38723,0.01568627450980392
A_Fixed_Linf,bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,PGD,lesion,0.01568627450980392,0.0166015625,0.0065303168050399735,0.0,False,0.5224609375,0.505859375,2.5422292663025523,27232,0.01568627450980392
A_Fixed_Linf,f92ddac9-aba6-4607-ba72-6ab7e8776fef,PGD,lesion,0.01568627450980392,0.021728515625,0.009228724893115707,0.009228724893115707,True,0.52001953125,0.498291015625,2.354443964540397,25178,0.01568627450980392
A_Fixed_Linf,7f9623a6-510f-4e84-8e58-12b65a5e9dfc,PGD,lesion,0.01568627450980392,0.01708984375,0.00952249013648551,0.0,False,0.52099609375,0.50390625,1.794682221252202,13975,0.01568627450980392
A_Fixed_Linf,051e6e97-fda7-4b5c-8d5f-084bf3607d22,PGD,lesion,0.01568627450980392,0.003662109375,0.004422693540610831,0.004422693540610831,True,0.50048828125,0.496826171875,0.8280269345757597,2830,0.01568627450980392
A_Fixed_Linf,5acc56a4-1b6e-4394-9364-9772047d583f,PGD,lesion,0.01568627450980392,0.016845703125,0.010841287961356484,0.010841287961356484,True,0.5107421875,0.493896484375,1.5538470322941438,11117,0.01568627450980392
A_Fixed_Linf,ad4d16e5-a851-4327-b9fe-5977da445669,PGD,lesion,0.01568627450980392,0.00927734375,0.005151806223346246,0.0,False,0.51220703125,0.5029296875,1.8007943908989066,13522,0.01568627450980392
A_Fixed_Linf,c1f94928-371a-42d0-91ae-f959928694fe,PGD,lesion,0.01568627450980392,0.02294921875,0.008311046282218758,0.008311046282218758,True,0.5126953125,0.48974609375,2.7612911745058124,32880,0.01568627450980392
A_Fixed_Linf,96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,PGD,lesion,0.01568627450980392,0.009765625,0.007515276900463506,0.0,False,0.51513671875,0.50537109375,1.299436485087822,7029,0.01568627450980392
A_Fixed_Linf,b9201f87-a5ef-49f1-b45f-4c54272bc5d6,PGD,lesion,0.01568627450980392,0.01513671875,0.0049394094700080425,0.0,False,0.51904296875,0.50390625,3.0644794366431323,39606,0.01568627450980392
A_Fixed_Linf,33a39200-fa81-4530-ae1e-274ca204f3ea,PGD,lesion,0.01568627450980392,0.00927734375,0.006819145487163464,0.0,False,0.51025390625,0.5009765625,1.3604847949737855,7822,0.01568627450980392
A_Fixed_Linf,427412d0-cf4c-4a13-b58e-6ffdd004c6ec,PGD,lesion,0.01568627450980392,0.02294921875,0.008861029313561669,0.008861029313561669,True,0.515625,0.49267578125,2.5899043934858192,29852,0.01568627450980392
A_Fixed_Linf,72848196-fd24-4106-9c33-9c29b7a66a04,PGD,lesion,0.01568627450980392,0.001953125,0.0021182746756446113,0.0,False,0.51953125,0.517578125,0.9220357597891053,3534,0.01568627450980392
A_Fixed_Linf,abcb43a2-7b1d-428a-b909-e54c92acbd5b,PGD,lesion,0.01568627450980392,0.0068359375,0.005780533899481299,0.0,False,0.51611328125,0.50927734375,1.1825789137943477,5783,0.01568627450980392
A_Fixed_Linf,9954f203-ec80-45ce-85a6-fb155368370f,PGD,lesion,0.01568627450980392,0.010498046875,0.010143652508258117,0.010143652508258117,True,0.50830078125,0.497802734375,1.0349375500051252,4427,0.01568627450980392
A_Fixed_Linf,077ff78d-27ef-49d4-9e8e-00e458844a3e,PGD,lesion,0.01568627450980392,0.0380859375,0.00984927956133229,0.00984927956133229,True,0.5166015625,0.478515625,3.8668754666608525,67623,0.01568627450980392
A_Fixed_Linf,bf7b0977-4f77-45a7-8c03-77602f82b905,PGD,lesion,0.01568627450980392,0.00634765625,0.004820193721113943,0.0,False,0.51708984375,0.5107421875,1.3168882035166547,7172,0.01568627450980392
A_Fixed_Linf,c34a3ea0-04d7-4df6-afab-0d7c7280b749,PGD,lesion,0.01568627450980392,0.021240234375,0.009501128176911119,0.009501128176911119,True,0.51025390625,0.489013671875,2.2355486611175626,21315,0.01568627450980392
A_Fixed_Linf,e2bc24a7-e469-48e2-9d5a-6ffc8557d59e,PGD,lesion,0.01568627450980392,0.00634765625,0.007140194565318781,0.0,False,0.5185546875,0.51220703125,0.8890032606158544,3236,0.01568627450980392
A_Fixed_Linf,175c8be2-76a4-469b-9595-ed33ecedb3cb,PGD,lesion,0.01568627450980392,0.00537109375,0.003956135988927269,0.0,False,0.5224609375,0.51708984375,1.357661557902211,7656,0.01568627450980392
A_Fixed_Linf,bcaf0768-3841-4280-8de4-57e822f38c7a,PGD,lesion,0.01568627450980392,0.009765625,0.005249746696190853,0.0,False,0.5205078125,0.5107421875,1.8602087996142382,14403,0.01568627450980392
A_Fixed_Linf,6e73017c-4e3a-499b-a597-4a797bb179de,PGD,lesion,0.01568627450980392,0.0009765625,0.0010328833322899183,0.0,False,0.5244140625,0.5234375,0.945472222729111,3759,0.01568627450980392
A_Fixed_Linf,dc995045-8ec6-4cef-ba20-350c66732a9b,PGD,lesion,0.01568627450980392,0.00634765625,0.004548984225608464,0.0,False,0.52099609375,0.5146484375,1.3954008049238615,8165,0.01568627450980392
A_Fixed_Linf,83f0d9e7-520b-41ee-a7c0-f93713784281,PGD,lesion,0.01568627450980392,0.032958984375,0.01006531858158683,0.01006531858158683,True,0.517578125,0.484619140625,3.2745098039215677,49648,0.01568627450980392
A_Fixed_Linf,bfbea630-4c43-485f-b1b2-0e5715109ae3,PGD,lesion,0.01568627450980392,0.0126953125,0.00542608555656625,0.00542608555656625,True,0.498291015625,0.485595703125,2.3396815932319877,23516,0.01568627450980392
A_Fixed_Linf,4a567c8b-ab4e-4c3a-a053-9a23b087545a,PGD,lesion,0.01568627450980392,0.02978515625,0.011749586544832108,0.011749586544832108,True,0.52392578125,0.494140625,2.534996115510174,26999,0.01568627450980392
A_Fixed_Linf,b900d3e4-787b-44b3-9754-88f93db99c27,PGD,lesion,0.01568627450980392,0.031494140625,0.011358159404227724,0.011358159404227724,True,0.52294921875,0.491455078125,2.772820798172394,32641,0.01568627450980392
A_Fixed_Linf,0983ae59-b906-4fd5-a810-edfe0580fe3b,PGD,lesion,0.01568627450980392,0.00634765625,0.0036803334939978813,0.0,False,0.515625,0.50927734375,1.7247502869922402,12431,0.01568627450980392
A_Fixed_Linf,e15ecf55-b05a-4f6f-bb25-d51d4a438963,PGD,lesion,0.01568627450980392,0.00048828125,0.0009915981191185679,0.0,False,0.5048828125,0.50439453125,0.4924184915094771,1006,0.01568627450980392
A_Fixed_Linf,747b1c03-c554-41ea-9d57-7b54894985f3,PGD,lesion,0.01568627450980392,0.01953125,0.00889864714985056,0.00889864714985056,True,0.51025390625,0.49072265625,2.194856102405184,21314,0.01568627450980392
A_Fixed_Linf,87e4af8b-1110-481d-86de-f315ca03936d,PGD,lesion,0.01568627450980392,0.00927734375,0.005177714559085615,0.0,False,0.51806640625,0.5087890625,1.7917835454487432,13416,0.01568627450980392
A_Fixed_Linf,878ae8b8-f206-4d82-8099-3a56f89bb9c4,PGD,lesion,0.01568627450980392,0.012451171875,0.010948314053594373,0.010948314053594373,True,0.51171875,0.499267578125,1.1372684245308284,5347,0.01568627450980392
A_Fixed_Linf,34873b9f-5305-404e-b7f7-5105feede48a,PGD,lesion,0.01568627450980392,0.02001953125,0.007813639850512196,0.007813639850512196,True,0.515625,0.49560546875,2.56212618357214,31614,0.01568627450980392
A_Fixed_Linf,72a10e64-2d93-4b61-8b90-8efef7284ced,PGD,lesion,0.01568627450980392,0.02880859375,0.013691577075948166,0.013691577075948166,True,0.51953125,0.49072265625,2.104110694494626,18909,0.01568627450980392
A_Fixed_Linf,04e6f392-a196-447f-9b75-f5af995a36d0,PGD,lesion,0.01568627450980392,0.00244140625,0.003705508986472963,0.0,False,0.5185546875,0.51611328125,0.6588585424869846,1792,0.01568627450980392
