algorithm,mode,patient_id,clean_prob,adv_prob,success,confidence_drop,efficiency,l2_norm,linf_norm,l0_norm,param_use_torchattacks,param_epsilon,param_num_steps,param_alpha
fgsm,lesion,0c5dc7d1-7022-4e46-bc02-ff9999912edd,0.518,0.5083,0.0,0.009766,0.006258688015210903,1.5603310012704064,0.007843137254902044,39578,False,0.00784313725490196,,
fgsm,lesion,bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,0.5225,0.5156,0.0,0.006836,0.005266380677784665,1.2980332918530628,0.007843137254901988,27390,False,0.00784313725490196,,
fgsm,lesion,f92ddac9-aba6-4607-ba72-6ab7e8776fef,0.52,0.5137,0.0,0.006348,0.005028228656076632,1.2624040460146038,0.007843137254902044,25907,False,0.00784313725490196,,
fgsm,lesion,7f9623a6-510f-4e84-8e58-12b65a5e9dfc,0.521,0.514,0.0,0.006836,0.007331470374879836,0.9324101547361621,0.007843137254902044,14133,False,0.00784313725490196,,
fgsm,lesion,051e6e97-fda7-4b5c-8d5f-084bf3607d22,0.5,0.498,1.0,0.001953,0.004676960282010825,0.41760563174820575,0.007843137254901988,2835,False,0.00784313725490196,,
fgsm,lesion,5acc56a4-1b6e-4394-9364-9772047d583f,0.5107,0.5024,0.0,0.0083,0.009862302530645121,0.8416676659009361,0.007843137254902044,11516,False,0.00784313725490196,,
fgsm,lesion,ad4d16e5-a851-4327-b9fe-5977da445669,0.512,0.508,0.0,0.004395,0.004812169754257846,0.913212007533605,0.007843137254901988,13557,False,0.00784313725490196,,
fgsm,lesion,c1f94928-371a-42d0-91ae-f959928694fe,0.5127,0.506,0.0,0.006836,0.004786311990000842,1.4282264646387328,0.007843137254901988,33160,False,0.00784313725490196,,
fgsm,lesion,96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,0.515,0.5103,0.0,0.004883,0.007412987775638039,0.6586834584992765,0.007843137254901988,7053,False,0.00784313725490196,,
fgsm,lesion,b9201f87-a5ef-49f1-b45f-4c54272bc5d6,0.519,0.512,0.0,0.006836,0.004370823131480522,1.5639931543000327,0.007843137254902044,39764,False,0.00784313725490196,,
fgsm,lesion,33a39200-fa81-4530-ae1e-274ca204f3ea,0.5103,0.5063,0.0,0.003906,0.005614848435127516,0.6956999799697714,0.007843137254902044,7868,False,0.00784313725490196,,
fgsm,lesion,427412d0-cf4c-4a13-b58e-6ffdd004c6ec,0.5156,0.5073,0.0,0.0083,0.006079858946943648,1.3652917381207048,0.007843137254902044,30302,False,0.00784313725490196,,
fgsm,lesion,72848196-fd24-4106-9c33-9c29b7a66a04,0.5195,0.519,0.0,0.0004883,0.001045468272490525,0.46704548803009466,0.007843137254902044,3546,False,0.00784313725490196,,
fgsm,lesion,abcb43a2-7b1d-428a-b909-e54c92acbd5b,0.516,0.513,0.0,0.00293,0.004907719258162712,0.5969549798615794,0.007843137254901988,5793,False,0.00784313725490196,,
fgsm,lesion,9954f203-ec80-45ce-85a6-fb155368370f,0.5083,0.5015,0.0,0.006836,0.013081745242876381,0.5225554574153654,0.007843137254902044,4439,False,0.00784313725490196,,
fgsm,lesion,077ff78d-27ef-49d4-9e8e-00e458844a3e,0.5166,0.5005,0.0,0.01611,0.007842643691076998,2.0545726423739636,0.007843137254902044,68622,False,0.00784313725490196,,
fgsm,lesion,bf7b0977-4f77-45a7-8c03-77602f82b905,0.517,0.514,0.0,0.00293,0.004410123892272412,0.6643095585210818,0.007843137254902044,7174,False,0.00784313725490196,,
