algorithm,mode,patient_id,clean_prob,adv_prob,success,confidence_drop,efficiency,l2_norm,linf_norm,l0_norm,param_use_torchattacks,param_epsilon,param_num_steps,param_alpha
fgsm,lesion,0c5dc7d1-7022-4e46-bc02-ff9999912edd,0.518,0.5107,0.0,0.007324,0.009388031962649429,0.7801655006352031,0.003921568627451022,39578,False,0.00392156862745098,,
fgsm,lesion,bf842c92-c6ed-4be4-b188-c05ec8bf8dc2,0.5225,0.519,0.0,0.003418,0.005266380637212666,0.6490166459265314,0.003921568627451022,27390,False,0.00392156862745098,,
fgsm,lesion,f92ddac9-aba6-4607-ba72-6ab7e8776fef,0.52,0.516,0.0,0.003906,0.006188589066148986,0.6312020230073019,0.003921568627451022,25907,False,0.00392156862745098,,
fgsm,lesion,7f9623a6-510f-4e84-8e58-12b65a5e9dfc,0.521,0.517,0.0,0.003906,0.00837882319571497,0.4662050773680808,0.003921568627451022,14133,False,0.00392156862745098,,
fgsm,lesion,051e6e97-fda7-4b5c-8d5f-084bf3607d22,0.5,0.499,1.0,0.000977,0.004676960170016175,0.2088028158741025,0.003921568627451022,2835,False,0.00392156862745098,,
fgsm,lesion,5acc56a4-1b6e-4394-9364-9772047d583f,0.5107,0.5054,0.0,0.00537,0.012762979593901574,0.4208338329504678,0.003921568627451022,11516,False,0.00392156862745098,,
fgsm,lesion,ad4d16e5-a851-4327-b9fe-5977da445669,0.512,0.5093,0.0,0.00293,0.006416226268750478,0.4566060037668024,0.003921568627451022,13557,False,0.00392156862745098,,
fgsm,lesion,c1f94928-371a-42d0-91ae-f959928694fe,0.5127,0.5083,0.0,0.004395,0.006153829658342443,0.7141132323193663,0.003921568627451022,33160,False,0.00392156862745098,,
fgsm,lesion,96f34fa9-0e56-4fdb-bfd7-781d8c453bcb,0.515,0.5127,0.0,0.002441,0.007412987663095553,0.32934172924963817,0.003921568627451022,7053,False,0.00392156862745098,,
fgsm,lesion,b9201f87-a5ef-49f1-b45f-4c54272bc5d6,0.519,0.5156,0.0,0.003418,0.00437082310353396,0.7819965771500164,0.003921568627451022,39764,False,0.00392156862745098,,
fgsm,lesion,33a39200-fa81-4530-ae1e-274ca204f3ea,0.5103,0.5083,0.0,0.001953,0.005614848354419622,0.34784998998488553,0.003921568627451022,7868,False,0.00392156862745098,,
fgsm,lesion,427412d0-cf4c-4a13-b58e-6ffdd004c6ec,0.5156,0.51,0.0,0.00586,0.008583330215169988,0.6826458690603524,0.0039215686274509665,30302,False,0.00392156862745098,,
